AIX,Linux,"OS_compatibility","SPL root search",Solaris,description,"formula (or field name if not evaluated)","is_evaluated","long_description","main_type","nmon_section","perf_item",sourcetype,unity
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=WLMMEM",false,"Name of workdload class",device,false,"Name of workdload class","Performance Data",WLMMEM,"MEMORY STATISTICS","sourcetype=nmon_data",device
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=WLMMEM",false,"Block IO percent for Workload classes",value,false,"Block IO percent for Workload classes","Performance Data",WLMBIO,"BLOCK STATISTICS","sourcetype=nmon_data","%"
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=WLMMEM",false,"Name of workdload class",device,false,"Name of workdload class","Performance Data",WLMBIO,"BLOCK STATISTICS","sourcetype=nmon_data",device
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=DISKSVCTM",true,"Disk (ms) Average service time",value,false,"Disk (ms) Average service time, Same as 'sar -d.avserv', Same as 'iostat -xn.asvc_t'","Performance Data",DISKSVCTM,"DISKS STATISTICS","sourcetype=nmon_data","Time (milliseconds)"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=DISKSVCTM",true,"Name of disk",device,false,"Name of disk","Performance Data",DISKSVCTM,"DISKS STATISTICS","sourcetype=nmon_data",device
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=DISKWAITTM",true,"Disk (ms) Average wait time",value,false,"Disk (ms) Average wait time, Same as 'sar -d.avwait', Same as 'iostat -xn.wsvc_t'","Performance Data",DISKWAITTM,"DISKS STATISTICS","sourcetype=nmon_data","Time (milliseconds)"
false,false,Solaris,"eventtype=nmon:performance sourcetype=nmon_data type=DISKWAITTM",true,"Name of disk",device,false,"Name of disk","Performance Data",DISKWAITTM,"DISKS STATISTICS","sourcetype=nmon_data",device
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=FCREAD",false,"Receive-KB/s",value,false,"Data transfer rate of received data in kilobytes per second","Performance Data",FCREAD,"FIBER CHANNEL STATISTICS","sourcetype=nmon_data","kilobytes/sec"
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=FCWRITE",false,"Transmit-KB/s",value,false,"Data transfer rate of sent data in kilobytes per second","Performance Data",FCWRITE,"FIBER CHANNEL STATISTICS","sourcetype=nmon_data","kilobytes/sec"
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=FCXFERIN",false,"Requests In",value,false,"Number of requests that are received per second in the interval","Performance Data",FCXFERIN,"FIBER CHANNEL STATISTICS","sourcetype=nmon_data","requests/sec"
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=FCXFEROUT",false,"Requests Out",value,false,"Number of requests that are sent per second in the interval","Performance Data",FCXFEROUT,"FIBER CHANNEL STATISTICS","sourcetype=nmon_data","requests/sec"
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=FCREAD",false,"Name of the Fibre Channel adapter",device,false,"Name of the Fibre Channel adapter","Performance Data",FCREAD,"FIBER CHANNEL STATISTICS","sourcetype=nmon_data",device
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=FCWRITE",false,"Name of the Fibre Channel adapter",device,false,"Name of the Fibre Channel adapter","Performance Data",FCWRITE,"FIBER CHANNEL STATISTICS","sourcetype=nmon_data",device
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=FCXFERIN",false,"Name of the Fibre Channel adapter",device,false,"Name of the Fibre Channel adapter","Performance Data",FCXFERIN,"FIBER CHANNEL STATISTICS","sourcetype=nmon_data",device
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=FCXFEROUT",false,"Name of the Fibre Channel adapter",device,false,"Name of the Fibre Channel adapter","Performance Data",FCXFEROUT,"FIBER CHANNEL STATISTICS","sourcetype=nmon_data",device
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=SEA",false,"AIX Vios Shared Ethernet Adapters Inbound / Outbound trafic per interface",value,false,"AIX Vios Shared Ethernet Adapters inbound (read devices) and outbound (write devices) trafic per interfaces in Kbps","Performance Data",SEA,"NETWORK TRAFFIC","sourcetype=nmon_data",Kbps
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=SEA",false,"Name of Shared Ethernet Adapter",device,false,"Name of Shared Ethernet Adapters, for inbound intrfaces (read devices) and outbound interfaces (write devices)","Performance Data",SEA,"NETWORK TRAFFIC","sourcetype=nmon_data",device
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=SEACHPHY",false,"AIX Vios Physical Ethernet Adapters Inbound / Outbound trafic per interface",value,false,"AIX Vios Physical Ethernet Adapters inbound (read devices) and outbound (write devices) trafic per interfaces in Kbps","Performance Data",SEACHPHY,"NETWORK TRAFFIC","sourcetype=nmon_data",Kbps
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=SEACHPHY",false,"Name of Physical Ethernet Adapter",device,false,"Name of Physical Ethernet Adapters, for inbound intrfaces (read devices) and outbound interfaces (write devices)","Performance Data",SEACHPHY,"NETWORK TRAFFIC","sourcetype=nmon_data",device
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=SEAPACKET",false,"AIX Vios Shared Ethernet Adapters Inbound / Outbound trafic per interface",value,false,"AIX Vios Shared Ethernet Adapters Inbound (read devices) and outbound (write devices) number of Net packets per interface","Performance Data",SEAPACKET,"NETWORK TRAFFIC","sourcetype=nmon_data","Packets per sec"
true,false,AIX,"eventtype=nmon:performance sourcetype=nmon_data type=SEAPACKET",false,"Name of Shared Ethernet Adapter",device,false,"Name of Shared Ethernet Adapters, for inbound intrfaces (read devices) and outbound interfaces (write devices)","Performance Data",SEAPACKET,"NETWORK TRAFFIC","sourcetype=nmon_data","N/A"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGBACKLOG",false,"Disk Group Backlog time (ms)",value,false,"Disk Group Backlog time (ms)","Performance Data",DGBACKLOG,"DISKS STATISTICS","sourcetype=nmon_data","Millisecond (ms)"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGBACKLOG",false,"Name of disk",device,false,"Name of disk","Performance Data",DGBACKLOG,"DISKS STATISTICS","sourcetype=nmon_data",device
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGBUSY",false,"Disk Group Busy",value,false,"Disk Group Busy","Performance Data",DGBUSY,"DISKS STATISTICS","sourcetype=nmon_data","Percentage (%) of time"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGBUSY",false,"Name of disk",device,false,"Name of disk","Performance Data",DGBUSY,"DISKS STATISTICS","sourcetype=nmon_data",device
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGINFLIGHT",false,"Disk Group in flight IO",value,false,"Disk Group in flight IO","Performance Data",DGINFLIGHT,"DISKS STATISTICS","sourcetype=nmon_data","IO per sec"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGINFLIGHT",false,"Name of disk",device,false,"Name of disk","Performance Data",DGINFLIGHT,"DISKS STATISTICS","sourcetype=nmon_data",device
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGBACKLOG",false,"Disk Group Backlog time (ms)",value,false,"Disk Group Backlog time (ms)","Performance Data",DGBACKLOG,"DISKS STATISTICS","sourcetype=nmon_data","Millisecond (ms)"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGBACKLOG",false,"Name of disk",device,false,"Name of disk","Performance Data",DGBACKLOG,"DISKS STATISTICS","sourcetype=nmon_data",device
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGIOTIME",false,"Disk Group time spent for IO (ms)",value,false,"Disk Group time spent for IO (ms)","Performance Data",DGIOTIME,"DISKS STATISTICS","sourcetype=nmon_data","Millisecond (ms)"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGIOTIME",false,"Name of disk",device,false,"Name of disk","Performance Data",DGIOTIME,"DISKS STATISTICS","sourcetype=nmon_data",device
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGREAD",false,"Disk Group Read KB/s",value,false,"Disk Group Read KB/s","Performance Data",DGREAD,"DISKS STATISTICS","sourcetype=nmon_data","KB/sec"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGREAD",false,"Name of disk",device,false,"Name of disk","Performance Data",DGREAD,"DISKS STATISTICS","sourcetype=nmon_data",device
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGREADMERGE",false,"Disk Group merged read/s",value,false,"Disk Group merged read/s","Performance Data",DGREADMERGE,"DISKS STATISTICS","sourcetype=nmon_data","read per sec"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGREADMERGE",false,"Name of disk",device,false,"Name of disk","Performance Data",DGREADMERGE,"DISKS STATISTICS","sourcetype=nmon_data",device
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGREADS",false,"Disk Group read/s",value,false,"Disk Group read/s","Performance Data",DGREADS,"DISKS STATISTICS","sourcetype=nmon_data","read per sec"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGREADS",false,"Name of disk",device,false,"Name of disk","Performance Data",DGREADS,"DISKS STATISTICS","sourcetype=nmon_data",device
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGREADSERV",false,"Disk Group read service time (SUM ms)",value,false,"Disk Group read service time (SUM ms)","Performance Data",DGREADSERV,"DISKS STATISTICS","sourcetype=nmon_data","Millisecond (ms)"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGREADSERV",false,"Name of disk",device,false,"Name of disk","Performance Data",DGREADSERV,"DISKS STATISTICS","sourcetype=nmon_data",device
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGSIZE",false,"Disk Group Block Size KB",value,false,"Disk Group Block Size KB","Performance Data",DGSIZE,"DISKS STATISTICS","sourcetype=nmon_data","Kilobytes (KB)"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGSIZE",false,"Name of disk",device,false,"Name of disk","Performance Data",DGSIZE,"DISKS STATISTICS","sourcetype=nmon_data",device
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGWRITE",false,"Disk Group Write KB/s",value,false,"Disk Group Write KB/s","Performance Data",DGWRITE,"DISKS STATISTICS","sourcetype=nmon_data","write per sec"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGWRITE",false,"Name of disk",device,false,"Name of disk","Performance Data",DGWRITE,"DISKS STATISTICS","sourcetype=nmon_data",device
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGWRITEMERGE",false,"Disk Group merged write/s",value,false,"Disk Group merged write/s","Performance Data",DGWRITEMERGE,"DISKS STATISTICS","sourcetype=nmon_data","write per sec"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGWRITEMERGE",false,"Name of disk",device,false,"Name of disk","Performance Data",DGWRITEMERGE,"DISKS STATISTICS","sourcetype=nmon_data",device
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGWRITES",false,"Disk Group write/s",value,false,"Disk Group write/s","Performance Data",DGWRITES,"DISKS STATISTICS","sourcetype=nmon_data","write per sec"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGWRITES",false,"Name of disk",device,false,"Name of disk","Performance Data",DGWRITES,"DISKS STATISTICS","sourcetype=nmon_data",device
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGWRITESERV",false,"Disk Group write service time (SUM ms)",value,false,"Disk Group write service time (SUM ms)","Performance Data",DGWRITESERV,"DISKS STATISTICS","sourcetype=nmon_data","Millisecond (ms)"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGWRITESERV",false,"Name of disk",device,false,"Name of disk","Performance Data",DGWRITESERV,"DISKS STATISTICS","sourcetype=nmon_data",device
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGXFER",false,"Disk Group Transfers/s",value,false,"Disk Group Transfers/s","Performance Data",DGXFER,"DISKS STATISTICS","sourcetype=nmon_data","IO per sec"
false,true,Linux,"eventtype=nmon:performance sourcetype=nmon_data type=DGXFER",false,"Name of disk",device,false,"Name of disk","Performance Data",DGXFER,"DISKS STATISTICS","sourcetype=nmon_data",device
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=UPTIME",true,"OS uptime command output","uptime_stdout",false,"Stdout of the OS uptime command, contains the current server uptime, load average statistics and number of Unix users currently connected","Performance Data",UPTIME,"VARIOUS SYSTEM STATISTICS","sourcetype=nmon_data","uptime_stdout"
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=UPTIME",true,"Server current uptime in seconds",uptime,false,"Calculated current server uptime in seconds based on the extraction of the uptime_stdout field","Performance Data",UPTIME,"VARIOUS SYSTEM STATISTICS","sourcetype=nmon_data",seconds
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=UPTIME",true,"1 minute server load average","load_average_1min",false,"1 minute server load average extracted from the OS uptime command","Performance Data",UPTIME,"VARIOUS SYSTEM STATISTICS","sourcetype=nmon_data","load average"
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=UPTIME",true,"5 minutes server load average","load_average_5min",false,"5 minutes server load average extracted from the OS uptime command","Performance Data",UPTIME,"VARIOUS SYSTEM STATISTICS","sourcetype=nmon_data","load average"
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=UPTIME",true,"15 minutes server load average","load_average_15min",false,"15 minutes server load average extracted from the OS uptime command","Performance Data",UPTIME,"VARIOUS SYSTEM STATISTICS","sourcetype=nmon_data","load average"
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=UPTIME",true,"Number of Unix users currently connected","nb_users",false,"Number of Unix users currently connected","Performance Data",UPTIME,"VARIOUS SYSTEM STATISTICS","sourcetype=nmon_data",nb
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=PROCCOUNT",true,"Number of currently running processes","nb_running_processes",false,"Number of processes currently running in the system (ps -ef | wc -l)","Performance Data",PROCCOUNT,"PROCESSES STATISTICS","sourcetype=nmon_data","nb_running_processes"
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=DF_STORAGE",true,"file system mount point",mount,false,"file system mount point","Performance Data","DF_STORAGE","FILESYSTEMS STATISTICS","sourcetype=nmon_data",string
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=DF_STORAGE",true,"file system name",filesystem,false,"file system name","Performance Data","DF_STORAGE","FILESYSTEMS STATISTICS","sourcetype=nmon_data",string
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=DF_STORAGE",true,"total storage available (MB) for this file system",storage,true,"total storage available (MB) for this file system","Performance Data","DF_STORAGE","FILESYSTEMS STATISTICS","sourcetype=nmon_data",MB
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=DF_STORAGE",true,"total free storage (MB) for this file system","storage_free",true,"total free storage (MB) for this file system","Performance Data","DF_STORAGE","FILESYSTEMS STATISTICS","sourcetype=nmon_data",MB
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=DF_STORAGE",true,"total free storage (%) for this file system","storage_free_percent",true,"total free storage (%) for this file system","Performance Data","DF_STORAGE","FILESYSTEMS STATISTICS","sourcetype=nmon_data","%"
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=DF_STORAGE",true,"total used storage (MB) for this file system","storage_used",true,"total used storage (MB) for this file system","Performance Data","DF_STORAGE","FILESYSTEMS STATISTICS","sourcetype=nmon_data",MB
true,true,"ALL OS","eventtype=nmon:performance sourcetype=nmon_data type=DF_STORAGE",true,"total used storage (%) for this file system","storage_used_percent",true,"total used storage (%) for this file system","Performance Data","DF_STORAGE","FILESYSTEMS STATISTICS","sourcetype=nmon_data","%"
true,true,"AIX, Linux","eventtype=nmon:performance sourcetype=nmon_data type=DF_INODES",false,"file system mount point",mount,false,"file system mount point","Performance Data","DF_INODES","FILESYSTEMS STATISTICS","sourcetype=nmon_data",string
true,true,"AIX, Linux","eventtype=nmon:performance sourcetype=nmon_data type=DF_INODES",false,"file system name",filesystem,false,"file system name","Performance Data","DF_INODES","FILESYSTEMS STATISTICS","sourcetype=nmon_data",string
true,true,"AIX, Linux","eventtype=nmon:performance sourcetype=nmon_data type=DF_INODES",false,"total storage inodes available for this file system",storage,true,"total storage inodes available for this file system","Performance Data","DF_INODES","FILESYSTEMS STATISTICS","sourcetype=nmon_data",nb
true,true,"AIX, Linux","eventtype=nmon:performance sourcetype=nmon_data type=DF_INODES",false,"total inodes free for this file system","storage_free_inodes",true,"total inodes free for this file system","Performance Data","DF_INODES","FILESYSTEMS STATISTICS","sourcetype=nmon_data",nb
true,true,"AIX, Linux","eventtype=nmon:performance sourcetype=nmon_data type=DF_INODES",false,"total inodes free (%) for this file system","storage_free_inodes_percent",true,"total inodes free (%) for this file system","Performance Data","DF_INODES","FILESYSTEMS STATISTICS","sourcetype=nmon_data","%"
true,true,"AIX, Linux","eventtype=nmon:performance sourcetype=nmon_data type=DF_INODES",false,"total inodes used for this file system","storage_used_inodes",true,"total inodes used for this file system","Performance Data","DF_INODES","FILESYSTEMS STATISTICS","sourcetype=nmon_data",nb
true,true,"AIX, Linux","eventtype=nmon:performance sourcetype=nmon_data type=DF_INODES",false,"total inodes used (%) for this file system","storage_used_inodes_percent",true,"total inodes used (%) for this file system","Performance Data","DF_INODES","FILESYSTEMS STATISTICS","sourcetype=nmon_data","%"
